event_id,timestamp,user_id,user_name,role,department,source_ip,city,country,device_type,login_method,action,service,status,session_duration_min,bytes_transferred,is_anomaly,anomaly_type,risk_score,incident_id,attack_stage,benign_edge_case
d7cce5f0-9435-4837-9045-b1d050f4b33c,2026-07-31 13:17:14.037381,u0017,Rebecca Williams,Contractor,HR,203.167.187.154,Sydney,Australia,Linux-Workstation,sso,ec2_describe,EC2,success,22.3,4856840,0,none,13.2,,none,none
702e2fa5-49c8-4413-841c-a5f98d642e5d,2026-07-31 13:20:42.037381,u0001,Andrew Howell,Data Analyst,HR,66.127.174.231,Tokyo,Japan,Laptop-Windows,sso,lambda_invoke,Lambda,success,7.0,2516498,0,none,10.3,,none,none
947604e0-afed-426e-bcef-643cca1020c5,2026-07-31 13:20:49.037381,u0030,Olivia Pacheco,DevOps Engineer,Data,199.160.175.85,Mumbai,India,Laptop-Windows,password,login,AuthService,success,25.3,4986495,0,none,3.3,,none,none
a8c78dc8-9f11-47f0-99dc-06b2fda26084,2026-07-31 13:21:41.037381,u0036,Ashley Park,DevOps Engineer,Engineering,149.116.108.127,Tokyo,Japan,Mobile-iOS,sso,s3_read,S3,success,10.8,4152919,0,none,1.0,,none,none
27687265-2eb7-474a-a76a-2f5e3aa6b020,2026-07-31 13:23:56.037381,u0027,Robert Strickland,Sales Rep,HR,212.233.122.87,New York,USA,Laptop-Windows,password,s3_read,S3,success,3.9,2934401,0,none,13.8,,none,none
e66366a3-dd61-4c15-aa1d-9b519efea5af,2026-07-31 13:25:35.037381,u0030,Olivia Pacheco,DevOps Engineer,Data,199.160.175.85,Mumbai,India,Laptop-Windows,sso,s3_read,S3,success,12.1,3544919,0,none,13.2,,none,none
4cc49d4b-1f27-4f72-bc45-d07117d73c63,2026-07-31 13:30:40.037381,u0006,Daniel Smith,Data Analyst,Sales,52.8.218.0,Mumbai,India,Linux-Workstation,password,lambda_invoke,Lambda,success,15.4,5519108,0,none,0.8,,none,none
ad38e724-ce25-4729-be73-5a56510347f9,2026-07-31 13:35:57.037381,u0027,Robert Strickland,Sales Rep,HR,212.233.122.87,New York,USA,Laptop-Windows,sso,rds_query,RDS,success,22.6,2736125,0,none,14.1,,none,none
30c96c56-0ed9-4ce5-8e60-f17f3a045d48,2026-07-31 13:35:59.037381,u0035,Oscar Bailey,DevOps Engineer,Sales,157.167.69.162,Sao Paulo,Brazil,Laptop-Mac,password,login,AuthService,success,10.8,2242962,0,none,5.0,,none,none
2795b110-ab9f-48b9-a34c-9ac8736ab36e,2026-07-31 13:37:07.037381,u0006,Daniel Smith,Data Analyst,Sales,52.8.218.0,Mumbai,India,Linux-Workstation,password,rds_query,RDS,failure,3.7,5554851,0,none,0.6,,none,none
4f70d352-c3d9-4de7-bb2d-0580a43d31ce,2026-07-31 13:43:06.037381,u0001,Andrew Howell,Data Analyst,HR,66.127.174.231,Tokyo,Japan,Laptop-Windows,mfa,file_download,S3,success,8.1,2588762,0,none,1.1,,none,none
3b7ec96b-0f84-4220-b078-125a4c102e9d,2026-07-31 13:43:29.037381,u0016,Brian Brown,Data Analyst,Data,156.243.71.204,London,UK,Mobile-Android,sso,login,AuthService,success,0.6,3432851,0,none,10.1,,none,none
9c09003f-4811-497f-82cb-a8f4b0332b89,2026-07-31 13:43:49.037381,u0002,Jeremy Robinson,Sales Rep,HR,153.99.205.140,Lagos,Nigeria,Laptop-Windows,mfa,lambda_invoke,Lambda,success,41.3,1695213,0,none,14.4,,none,none
8196589a-43e0-4513-9c35-6e36c5212b7b,2026-07-31 13:44:37.037381,u0005,Julie Moore,Data Analyst,IT,133.255.187.114,Frankfurt,Germany,Linux-Workstation,mfa,s3_list,S3,success,36.2,4237404,0,none,12.1,,none,none
9f926b24-7292-48f1-8baf-1e8a9e5d5805,2026-07-31 13:52:33.037381,u0004,Todd Price,HR Specialist,Data,126.58.34.53,New York,USA,Mobile-iOS,mfa,rds_query,RDS,success,30.2,3742039,0,none,14.0,,none,none
7581d184-c10e-4673-a2c4-e38ecee7a4f8,2026-07-31 13:54:26.037381,u0033,Alejandro Ayala,IT Admin,IT,5.147.183.18,Sao Paulo,Brazil,Laptop-Mac,sso,s3_read,S3,success,10.6,4201978,0,none,15.0,,none,none
44d81afa-5276-48e2-88da-94d96ec63d17,2026-07-31 13:55:01.037381,u0013,Joe Horn,Finance Analyst,Data,176.179.217.232,Sao Paulo,Brazil,Mobile-Android,sso,rds_query,RDS,success,11.6,2390570,0,none,2.6,,none,none
103e3836-e956-4131-8b33-eea36031e80e,2026-07-31 13:55:03.037381,u0025,Ralph Nichols,Sales Rep,Finance,48.85.132.183,Sydney,Australia,Mobile-Android,mfa,s3_read,S3,success,14.9,5447643,0,none,10.8,,none,none
f33fb63b-e53c-4951-a408-a8ba745d9e58,2026-07-31 13:55:22.037381,u0026,Nathan Marshall,Contractor,Engineering,76.158.110.181,New York,USA,Laptop-Mac,mfa,dashboard_view,CloudWatch,success,15.5,1407578,0,none,2.9,,none,none
38befc31-1e0e-4f29-8704-3361fa7e683e,2026-07-31 13:56:41.037381,u0027,Robert Strickland,Sales Rep,HR,212.233.122.87,New York,USA,Laptop-Windows,password,login,AuthService,success,22.5,3098588,0,none,11.3,,none,none
324ed22c-0693-4db5-a3cf-8bd606afe095,2026-07-31 13:58:19.037381,u0014,Crystal Dunn,IT Admin,Data,59.130.174.65,Toronto,Canada,Linux-Workstation,password,lambda_invoke,Lambda,success,32.7,5193189,0,none,10.2,,none,none
9ff5ff5a-c5a9-4e8e-8975-16473dd6fa42,2026-07-31 14:00:30.037381,u0021,Ernest Foster,IT Admin,HR,159.108.92.74,Toronto,Canada,Laptop-Windows,password,ec2_describe,EC2,success,18.9,647919,0,none,4.6,,none,none
c49c9503-7859-455f-8dfd-5eb35af22895,2026-07-31 14:00:33.037381,u0000,Aaron Castillo,Data Analyst,Engineering,69.116.38.120,Sydney,Australia,Laptop-Mac,mfa,dashboard_view,CloudWatch,success,17.4,1162231,0,none,11.1,,none,none
acd0996c-3454-4a28-9b72-08158826ab79,2026-07-31 14:00:35.037381,u0005,Julie Moore,Data Analyst,IT,133.255.187.114,Frankfurt,Germany,Linux-Workstation,password,dashboard_view,CloudWatch,success,7.0,4719008,0,none,0.1,,none,none
7df59282-abf4-4593-9e51-3d9a233dab10,2026-07-31 14:04:05.037381,u0001,Andrew Howell,Data Analyst,HR,66.127.174.231,Tokyo,Japan,Laptop-Windows,password,s3_read,S3,success,36.6,3489442,0,none,11.2,,none,none
88be1a2e-b5de-4b57-8a5f-cd29dfb4440e,2026-07-31 14:07:53.037381,u0017,Rebecca Williams,Contractor,HR,203.167.187.154,Sydney,Australia,Linux-Workstation,password,rds_query,RDS,success,1.8,5337171,0,none,11.2,,none,none
6a212602-1659-4d0c-88f5-6771bd993e68,2026-07-31 14:10:40.037381,u0006,Daniel Smith,Data Analyst,Sales,52.8.218.0,Mumbai,India,Linux-Workstation,mfa,login,AuthService,success,22.2,5349333,0,none,7.8,,none,none
555db2e8-0e0f-458e-b06e-6d26d6cde54c,2026-07-31 14:13:21.037381,u0035,Oscar Bailey,DevOps Engineer,Sales,157.167.69.162,Sao Paulo,Brazil,Laptop-Mac,password,ec2_describe,EC2,success,24.2,1369957,0,none,7.0,,none,none
1c05ed2b-cce1-4151-a56f-f6a56275e82a,2026-07-31 14:13:26.037381,u0005,Julie Moore,Data Analyst,IT,133.255.187.114,Frankfurt,Germany,Linux-Workstation,password,dashboard_view,CloudWatch,success,21.5,4035824,0,none,3.3,,none,none
6dec1452-8dcf-41f5-8f64-bd2511d86f1b,2026-07-31 14:13:39.037381,u0038,Dr. Jeanette Spence,Software Engineer,Finance,57.189.14.231,Frankfurt,Germany,Laptop-Windows,password,cloudwatch_view,CloudWatch,success,18.4,4842457,0,none,2.2,,none,none
0fe10592-433d-4b14-bcf0-0fe5b90c2f99,2026-07-31 14:15:51.037381,u0014,Crystal Dunn,IT Admin,Data,59.130.174.65,Toronto,Canada,Linux-Workstation,sso,rds_query,RDS,success,6.6,5287699,0,none,13.6,,none,none
2609c5c1-97aa-4dd0-8234-934254fb6f3b,2026-07-31 14:16:27.037381,u0024,Steven Perez,Contractor,HR,222.131.179.36,London,UK,Mobile-iOS,mfa,login,AuthService,success,6.5,5507296,0,none,8.0,,none,none
1b3bd431-3693-4a83-9e3f-96c24727f6e0,2026-07-31 14:19:06.037381,u0038,Dr. Jeanette Spence,Software Engineer,Finance,57.189.14.231,Frankfurt,Germany,Laptop-Windows,mfa,rds_query,RDS,success,23.2,4603547,0,none,9.7,,none,none
4751e577-4635-49cd-85b4-29414a2180b0,2026-07-31 14:23:32.037381,u0032,David Perez,Data Analyst,Data,171.151.166.13,New York,USA,Laptop-Mac,password,rds_query,RDS,success,28.9,2614926,0,none,8.2,,none,none
b71960ee-ec7b-4def-a8fc-eb7a951d4030,2026-07-31 14:31:14.037381,u0021,Ernest Foster,IT Admin,HR,159.108.92.74,Toronto,Canada,Laptop-Windows,mfa,rds_query,RDS,failure,12.5,777198,0,none,1.1,,none,none
d17a9b33-6bac-43ad-9cd5-ae049d0eef9d,2026-07-31 14:32:38.037381,u0001,Andrew Howell,Data Analyst,HR,66.127.174.231,Tokyo,Japan,Laptop-Windows,password,rds_query,RDS,success,2.7,2519216,0,none,1.7,,none,none
665bd592-a126-4707-9a3b-4427bf786a3c,2026-07-31 14:39:57.037381,u0024,Steven Perez,Contractor,HR,222.131.179.36,London,UK,Mobile-iOS,sso,ec2_describe,EC2,success,9.1,4616365,0,none,13.2,,none,none
8fb3cf68-8a51-4c8d-9ef7-fba7730b67d5,2026-07-31 14:41:40.037381,u0028,Natalie Davis,Data Analyst,Engineering,199.85.169.189,Frankfurt,Germany,Laptop-Windows,sso,cloudwatch_view,CloudWatch,success,6.4,5454305,0,none,13.8,,none,none
c6d69614-575a-43af-a327-d59165729c5b,2026-07-31 14:41:57.037381,u0009,Morgan Carlson PhD,Finance Analyst,Data,171.237.159.223,Frankfurt,Germany,Mobile-iOS,password,login,AuthService,success,10.8,5746005,0,none,2.0,,none,none
f895dba1-4781-4c13-8b40-7f9cfd4fbec9,2026-07-31 14:51:37.037381,u0014,Crystal Dunn,IT Admin,Data,59.130.174.65,Toronto,Canada,Linux-Workstation,mfa,s3_list,S3,success,11.4,5079080,0,none,3.8,,none,none
c121de16-0391-43a9-af61-44fa44954612,2026-07-31 14:52:09.037381,u0029,Marissa Howard,Contractor,Data,152.104.139.157,Toronto,Canada,Laptop-Mac,password,rds_query,RDS,failure,7.1,4831603,0,none,13.9,,none,none
45046125-3a4a-41af-ace2-e3d380dc229d,2026-07-31 14:52:22.037381,u0002,Jeremy Robinson,Sales Rep,HR,153.99.205.140,Lagos,Nigeria,Laptop-Windows,sso,s3_list,S3,success,20.8,3006474,0,none,14.3,,none,none
5026545c-053a-452f-b2dd-5c1db2be5bc8,2026-07-31 14:56:33.037381,u0020,Jacob Davidson MD,HR Specialist,Operations,212.5.113.118,Toronto,Canada,Linux-Workstation,mfa,file_download,S3,success,9.1,3628310,0,none,5.3,,none,none
2f7d9390-1b48-42c6-8779-7bc8374fd952,2026-07-31 14:58:46.037381,u0027,Robert Strickland,Sales Rep,HR,212.233.122.87,New York,USA,Laptop-Windows,mfa,login,AuthService,success,21.0,2354687,0,none,7.1,,none,none
0107470b-47ff-4747-9a9f-dfb6b519feb8,2026-07-31 15:01:50.037381,u0010,Cassandra Anderson,Data Analyst,HR,192.74.24.243,London,UK,Linux-Workstation,password,s3_list,S3,success,12.7,4557914,0,none,6.3,,none,none
4a1bcd5a-a85e-45cd-ac2f-74fa67373dfb,2026-07-31 15:02:47.037381,u0010,Cassandra Anderson,Data Analyst,HR,192.74.24.243,London,UK,Linux-Workstation,mfa,s3_list,S3,success,14.6,4991627,0,none,14.3,,none,none
17178541-740c-45f0-89de-b5b7212d6336,2026-07-31 15:06:22.037381,u0015,Scott Martin,DevOps Engineer,IT,221.82.129.191,New York,USA,Laptop-Mac,password,lambda_invoke,Lambda,success,13.5,579528,0,none,4.1,,none,none
e80b512d-2c5e-4d13-a4ff-1ee68946f88e,2026-07-31 15:07:22.037381,u0035,Oscar Bailey,DevOps Engineer,Sales,157.167.69.162,Sao Paulo,Brazil,Laptop-Mac,mfa,login,AuthService,success,48.8,1164074,0,none,10.5,,none,none
aeff3817-7c05-4929-9ba4-c6ee2886a239,2026-07-31 15:08:45.037381,u0010,Cassandra Anderson,Data Analyst,HR,192.74.24.243,London,UK,Linux-Workstation,mfa,dashboard_view,CloudWatch,success,12.5,3683917,0,none,3.2,,none,none
6896237e-51af-4b8e-b08f-b9fcb831dab3,2026-07-31 15:10:58.037381,u0039,Brett Shah,IT Admin,Engineering,151.118.71.251,Toronto,Canada,Laptop-Windows,sso,dashboard_view,CloudWatch,success,29.4,4634681,0,none,12.0,,none,none
93e1b1f5-727a-4634-8b9f-15b7e8f6f212,2026-07-31 15:11:17.037381,u0024,Steven Perez,Contractor,HR,222.131.179.36,London,UK,Mobile-iOS,sso,lambda_invoke,Lambda,success,14.6,4419836,0,none,14.3,,none,none
3b82172d-92b2-45c2-9927-981b54457760,2026-07-31 15:11:50.037381,u0008,Crystal Torres,Sales Rep,Operations,121.95.68.69,Mumbai,India,Mobile-Android,mfa,cloudwatch_view,CloudWatch,success,27.5,6738951,0,none,9.5,,none,none
86a1ce87-b17e-460f-a336-c8ae4d01324e,2026-07-31 15:12:55.037381,u0022,Megan Daniels,Data Analyst,IT,171.237.162.70,Sydney,Australia,Laptop-Mac,mfa,file_download,S3,success,15.7,6032959,0,none,2.2,,none,none
64a96345-34b6-468d-8640-a834b7fc1868,2026-07-31 15:13:13.037381,u0034,Vickie Jackson,Data Analyst,Engineering,107.176.90.168,Toronto,Canada,Laptop-Windows,sso,ec2_describe,EC2,success,11.6,1662786,0,none,10.1,,none,none
4d2dbacd-9855-43a7-85bd-1033c12cf51d,2026-07-31 15:16:44.037381,u0021,Ernest Foster,IT Admin,HR,159.108.92.74,Toronto,Canada,Laptop-Windows,mfa,lambda_invoke,Lambda,success,25.0,675479,0,none,6.0,,none,none
458487b6-bc4e-4953-962c-4865f5bc3766,2026-07-31 15:17:40.037381,u0035,Oscar Bailey,DevOps Engineer,Sales,157.167.69.162,Sao Paulo,Brazil,Laptop-Mac,mfa,cloudwatch_view,CloudWatch,success,13.7,2232513,0,none,10.3,,none,none
2ce0e92b-cd32-4e1f-8cea-2103b6f58f32,2026-07-31 15:22:12.037381,u0026,Nathan Marshall,Contractor,Engineering,76.158.110.181,New York,USA,Laptop-Mac,mfa,lambda_invoke,Lambda,success,4.1,186684,0,none,6.2,,none,none
a9b9eaaf-52cc-4d15-ba72-f2bc4998fbb0,2026-07-31 15:25:52.037381,u0005,Julie Moore,Data Analyst,IT,133.255.187.114,Frankfurt,Germany,Linux-Workstation,sso,login,AuthService,success,22.8,4376467,0,none,3.3,,none,none
9974578d-0088-4487-93a0-d41befb030cb,2026-07-31 15:26:05.037381,u0028,Natalie Davis,Data Analyst,Engineering,199.85.169.189,Frankfurt,Germany,Laptop-Windows,mfa,file_download,S3,success,8.0,6102606,0,none,10.8,,none,none
0121ba25-4566-4c6f-924d-305652cef481,2026-07-31 15:26:29.037381,u0023,Amy Navarro,Data Analyst,Engineering,179.221.151.90,Sao Paulo,Brazil,Laptop-Windows,password,s3_list,S3,success,51.7,6593613,0,none,11.6,,none,none
33444b9e-5bf1-4ce3-a0cf-7ddd6f2db85c,2026-07-31 15:30:47.037381,u0030,Olivia Pacheco,DevOps Engineer,Data,199.160.175.85,Mumbai,India,Laptop-Windows,password,lambda_invoke,Lambda,success,12.8,4107024,0,none,10.9,,none,none
f62bd584-f348-493f-b7d9-23ec9d8a4d5a,2026-07-31 15:34:35.037381,u0005,Julie Moore,Data Analyst,IT,133.255.187.114,Frankfurt,Germany,Linux-Workstation,sso,s3_read,S3,success,66.1,4398868,0,none,11.1,,none,none
9f0c3311-4b73-47aa-8b06-63a4dfa6598d,2026-07-31 15:34:47.037381,u0021,Ernest Foster,IT Admin,HR,159.108.92.74,Toronto,Canada,Laptop-Windows,password,s3_read,S3,success,28.1,1324643,0,none,14.6,,none,none
b7406b95-6ef8-417a-af59-2c3ac08657d2,2026-07-31 15:35:12.037381,u0014,Crystal Dunn,IT Admin,Data,59.130.174.65,Toronto,Canada,Linux-Workstation,sso,lambda_invoke,Lambda,success,29.4,5785516,0,none,8.5,,none,none
7ca3aba7-5672-4659-b632-258decade685,2026-07-31 15:42:54.037381,u0027,Robert Strickland,Sales Rep,HR,212.233.122.87,New York,USA,Laptop-Windows,sso,lambda_invoke,Lambda,success,14.2,1752721,0,none,0.8,,none,none
9e2cb9aa-87b3-453b-8887-d2e92759dcd4,2026-07-31 15:46:26.037381,u0010,Cassandra Anderson,Data Analyst,HR,192.74.24.243,London,UK,Linux-Workstation,password,s3_list,S3,success,23.7,4457019,0,none,7.3,,none,none
c4c68cb1-bf7d-4345-af13-610436923818,2026-07-31 15:50:51.037381,u0005,Julie Moore,Data Analyst,IT,133.255.187.114,Frankfurt,Germany,Linux-Workstation,sso,dashboard_view,CloudWatch,success,13.4,4324330,0,none,2.2,,none,none
c1df0fda-de41-4ea0-8b7b-6b169c047265,2026-07-31 15:53:00.037381,u0006,Daniel Smith,Data Analyst,Sales,52.8.218.0,Mumbai,India,Linux-Workstation,mfa,s3_read,S3,success,0.7,5458550,0,none,11.6,,none,none
c010f8ad-ff11-4829-b6da-25dff0f831a7,2026-07-31 15:56:11.037381,u0028,Natalie Davis,Data Analyst,Engineering,199.85.169.189,Frankfurt,Germany,Laptop-Windows,mfa,rds_query,RDS,success,17.0,6615597,0,none,10.1,,none,none
a9c9820e-069a-4f7a-ba1a-9cb467478e9c,2026-07-31 15:56:50.037381,u0036,Ashley Park,DevOps Engineer,Engineering,149.116.108.127,Tokyo,Japan,Mobile-iOS,sso,dashboard_view,CloudWatch,success,2.9,3876648,0,none,4.2,,none,none
ac4eb4ed-9293-4700-bbe2-63bb7a5ba224,2026-07-31 16:01:14.037381,u0016,Brian Brown,Data Analyst,Data,156.243.71.204,London,UK,Mobile-Android,password,s3_list,S3,success,26.0,3620742,0,none,5.1,,none,none
24a19ff8-842a-4932-92af-bd40d79fa75b,2026-07-31 16:01:58.037381,u0014,Crystal Dunn,IT Admin,Data,59.130.174.65,Toronto,Canada,Linux-Workstation,password,dashboard_view,CloudWatch,success,13.9,5955402,0,none,6.3,,none,none
e44710e9-df9c-4e1a-a7fc-be301c59096e,2026-07-31 16:03:59.037381,u0013,Joe Horn,Finance Analyst,Data,176.179.217.232,Sao Paulo,Brazil,Mobile-Android,sso,cloudwatch_view,CloudWatch,success,8.2,2708730,0,none,3.2,,none,none
e0f7e665-1499-4f65-ba1c-4443ee05767e,2026-07-31 16:05:11.037381,u0018,George Vazquez,HR Specialist,Operations,183.246.57.251,Frankfurt,Germany,Laptop-Windows,sso,lambda_invoke,Lambda,success,10.9,2886024,0,none,5.3,,none,none
7c498c22-6241-4629-8540-456be2c02b61,2026-07-31 16:07:00.037381,u0031,Holly Callahan,DevOps Engineer,Sales,44.54.83.21,Singapore,Singapore,Laptop-Windows,mfa,ec2_describe,EC2,success,32.3,3285244,0,none,1.8,,none,none
3d60aa48-e422-4368-8d35-92ba2275abcf,2026-07-31 16:08:01.037381,u0034,Vickie Jackson,Data Analyst,Engineering,107.176.90.168,Toronto,Canada,Laptop-Windows,sso,dashboard_view,CloudWatch,success,21.0,1398682,0,none,4.2,,none,none
d2ad166f-c800-4810-b6fd-71c2795379fa,2026-07-31 16:09:07.037381,u0010,Cassandra Anderson,Data Analyst,HR,192.74.24.243,London,UK,Linux-Workstation,sso,cloudwatch_view,CloudWatch,success,41.2,4322064,0,none,4.5,,none,none
e590b071-9261-4a49-85f3-d0f90a289dde,2026-07-31 16:10:00.037381,u0025,Ralph Nichols,Sales Rep,Finance,48.85.132.183,Sydney,Australia,Mobile-Android,password,login,AuthService,success,23.7,5105498,0,none,9.2,,none,none
a4f35420-ffe0-4e5b-bfbc-a9b6092322d6,2026-07-31 16:14:52.037381,u0020,Jacob Davidson MD,HR Specialist,Operations,212.5.113.118,Toronto,Canada,Linux-Workstation,sso,login,AuthService,success,10.9,3642393,1,dormant_account_reactivation,63.2,,none,none
263d5c92-5f0c-441e-9830-49892bc063ea,2026-07-31 16:15:47.037381,u0006,Daniel Smith,Data Analyst,Sales,52.8.218.0,Mumbai,India,Linux-Workstation,password,login,AuthService,success,10.8,6477134,0,none,11.6,,none,none
e723e652-bcb7-4a17-83f1-de802f5551a9,2026-07-31 16:16:15.037381,u0038,Dr. Jeanette Spence,Software Engineer,Finance,57.189.14.231,Frankfurt,Germany,Laptop-Windows,mfa,s3_read,S3,success,5.9,4830865,0,none,8.0,,none,none
c8110b02-6b27-40f3-bfa6-521a834fecfc,2026-07-31 16:16:57.037381,u0030,Olivia Pacheco,DevOps Engineer,Data,199.160.175.85,Mumbai,India,Laptop-Windows,sso,rds_query,RDS,success,8.9,5058650,0,none,13.2,,none,none
9c861216-992b-4515-915f-9a89a8e48de7,2026-07-31 16:17:38.037381,u0003,Emily Schmidt,Contractor,HR,161.239.216.54,Sydney,Australia,Laptop-Windows,password,dashboard_view,CloudWatch,success,12.7,3643609,0,none,10.6,,none,none
370de58a-0ef0-409c-a8a7-72fbcc500738,2026-07-31 16:18:20.037381,u0015,Scott Martin,DevOps Engineer,IT,221.82.129.191,New York,USA,Laptop-Mac,sso,rds_query,RDS,success,71.9,54814,0,none,14.3,,none,none
9836c200-4d7a-4848-ab57-4a2a1661d757,2026-07-31 16:20:28.037381,u0015,Scott Martin,DevOps Engineer,IT,221.82.129.191,New York,USA,Laptop-Mac,mfa,s3_list,S3,success,6.3,1000622,0,none,4.2,,none,none
2604db9d-1eef-44a1-ac57-d0b4fbb6e0bd,2026-07-31 16:21:40.037381,u0026,Nathan Marshall,Contractor,Engineering,76.158.110.181,New York,USA,Laptop-Mac,password,file_download,S3,success,27.6,639690,0,none,6.5,,none,none
ea0c4464-8766-4a47-b51e-5bef7617b3bc,2026-07-31 16:22:35.037381,u0007,Cynthia Smith,Sales Rep,Finance,216.118.24.252,Mumbai,India,Laptop-Windows,sso,cloudwatch_view,CloudWatch,success,7.4,1459333,0,none,10.6,,none,none
9c977a9f-1914-4ca3-acfe-abab527ca8be,2026-07-31 16:24:20.037381,u0002,Jeremy Robinson,Sales Rep,HR,153.99.205.140,Lagos,Nigeria,Laptop-Windows,sso,s3_list,S3,success,26.3,2456695,0,none,5.1,,none,none
2cd70ba4-b537-4c31-af2e-8a6b42ed42ba,2026-07-31 16:25:31.037381,u0034,Vickie Jackson,Data Analyst,Engineering,107.176.90.168,Toronto,Canada,Laptop-Windows,mfa,s3_read,S3,success,9.7,1896532,0,none,0.1,,none,none
3dfbabe6-f09d-45d7-a35d-783cda85c09f,2026-07-31 16:25:34.037381,u0016,Brian Brown,Data Analyst,Data,156.243.71.204,London,UK,Mobile-Android,sso,s3_read,S3,success,22.6,3139309,0,none,11.1,,none,none
3a2c0698-17bb-4b48-9f0a-145dadbc9c2f,2026-07-31 16:27:55.037381,u0027,Robert Strickland,Sales Rep,HR,212.233.122.87,New York,USA,Laptop-Windows,password,file_download,S3,success,10.2,2813906,0,none,6.4,,none,none
45cc423e-6bbb-4946-ae43-19036c01135d,2026-07-31 16:28:03.037381,u0007,Cynthia Smith,Sales Rep,Finance,216.118.24.252,Mumbai,India,Laptop-Windows,password,s3_list,S3,success,1.2,1560760,0,none,10.1,,none,none
dbbd0e1d-de8c-4e7e-8f0c-c369b1d82e40,2026-07-31 16:32:28.037381,u0013,Joe Horn,Finance Analyst,Data,176.179.217.232,Sao Paulo,Brazil,Mobile-Android,mfa,lambda_invoke,Lambda,success,4.2,3184730,0,none,14.7,,none,none
cfb0035c-f3c3-4269-aeee-bf45cf610b95,2026-07-31 16:35:45.037381,u0001,Andrew Howell,Data Analyst,HR,66.127.174.231,Tokyo,Japan,Laptop-Windows,sso,cloudwatch_view,CloudWatch,success,13.8,2302556,0,none,8.0,,none,none
4da4c134-afdf-48c6-8a5d-d299700d1d9e,2026-07-31 16:41:17.037381,u0022,Megan Daniels,Data Analyst,IT,171.237.162.70,Sydney,Australia,Laptop-Mac,sso,s3_read,S3,success,10.2,4823734,0,none,1.1,,none,none
1fca4048-5973-45c9-846e-48106c83f9b4,2026-07-31 16:43:06.037381,u0032,David Perez,Data Analyst,Data,171.151.166.13,New York,USA,Laptop-Mac,password,s3_list,S3,success,4.5,4001628,0,none,11.8,,none,none
b5612f26-360e-45a4-a811-4a0cead11cec,2026-07-31 16:45:08.037381,u0021,Ernest Foster,IT Admin,HR,159.108.92.74,Toronto,Canada,Laptop-Windows,mfa,ec2_describe,EC2,success,24.4,780601,0,none,5.6,,none,none
849acf5c-339a-4185-8b83-dbb358b1341b,2026-07-31 16:46:28.037381,u0015,Scott Martin,DevOps Engineer,IT,221.82.129.191,New York,USA,Laptop-Mac,password,dashboard_view,CloudWatch,success,1.5,1129570,0,none,4.4,,none,none
79128d32-5491-4a9e-9d53-1c7fafdd177d,2026-07-31 16:46:45.037381,u0030,Olivia Pacheco,DevOps Engineer,Data,199.160.175.85,Mumbai,India,Laptop-Windows,password,lambda_invoke,Lambda,success,8.8,4654752,0,none,14.7,,none,none
b513bb34-a557-4415-abd0-2e2929762ac7,2026-07-31 16:47:06.037381,u0030,Olivia Pacheco,DevOps Engineer,Data,199.160.175.85,Mumbai,India,Laptop-Windows,password,lambda_invoke,Lambda,success,10.9,4421605,0,none,14.3,,none,none
4de07236-dfee-4cd2-9cac-8a4cb9827755,2026-07-31 16:48:28.037381,u0023,Amy Navarro,Data Analyst,Engineering,179.221.151.90,Sao Paulo,Brazil,Laptop-Windows,password,ec2_describe,EC2,success,3.7,6210252,0,none,11.2,,none,none
906beca0-149b-4281-93f7-2ee949c18ba1,2026-07-31 16:49:27.037381,u0013,Joe Horn,Finance Analyst,Data,176.179.217.232,Sao Paulo,Brazil,Mobile-Android,sso,ec2_describe,EC2,success,21.8,2979784,0,none,4.8,,none,none
e5d5d66c-cb5c-4003-aeba-d6d820d637bc,2026-07-31 16:50:53.037381,u0038,Dr. Jeanette Spence,Software Engineer,Finance,57.189.14.231,Frankfurt,Germany,Laptop-Windows,sso,cloudwatch_view,CloudWatch,success,20.7,4770970,0,none,4.5,,none,none
2aa81d3f-0a0a-4896-a777-4305cac31ed3,2026-07-31 16:55:29.037381,u0013,Joe Horn,Finance Analyst,Data,176.179.217.232,Sao Paulo,Brazil,Mobile-Android,sso,s3_read,S3,success,5.7,2170721,0,none,9.6,,none,none
d490781b-c5a4-4872-a4a0-e15504249e13,2026-07-31 16:56:15.037381,u0004,Todd Price,HR Specialist,Data,126.58.34.53,New York,USA,Mobile-iOS,sso,file_download,S3,success,21.4,4398798,0,none,13.5,,none,none
197c12c5-c6ef-4f3b-b2a0-3d60fb751ca4,2026-07-31 16:56:55.037381,u0013,Joe Horn,Finance Analyst,Data,176.179.217.232,Sao Paulo,Brazil,Mobile-Android,sso,iam_policy_update,IAM,success,41.1,2718317,1,privilege_escalation,35.7,,none,none
41fe2cc9-3655-4f26-893a-8e80de46cd8f,2026-07-31 17:01:24.037381,u0029,Marissa Howard,Contractor,Data,152.104.139.157,Toronto,Canada,Laptop-Mac,mfa,file_download,S3,success,15.6,4723514,0,none,1.0,,none,none
0d64067c-0599-4f55-aaa9-e32854d0a947,2026-07-31 17:05:41.037381,u0031,Holly Callahan,DevOps Engineer,Sales,44.54.83.21,Singapore,Singapore,Laptop-Windows,sso,rds_query,RDS,success,17.6,3276039,0,none,9.4,,none,none
